en,ru,bleu,acceptability
I will go.,Я пойду.,0.0,0.99334633
I will have finished the work before you return.,Я закончу работу до твоего возвращения.,1.0,0.99742043
I will have read Hamlet three times if I read it again.,"Я прочитаю Гамлета три раза, если прочитаю его снова.",0.0,0.12853129
I will have read Hamlet three times if I read it again.,"Я прочитаю Гамлета три раза, если прочитаю еще раз.",0.0,0.03460289
I will have to fire you if you come late so often.,"Я уволю тебя, если ты так часто опоздаешь.",0.0,0.5512503
I will have to fire you if you come late so often.,"Мне придется тебя уволить, если ты так часто опоздаешь.",0.3923542209424605,0.92541945
I will help as much as I can.,"Я помогу, насколько смогу.",0.0,0.99081486
I will help you all I can.,"Я помогу тебе, чем смогу.",0.5154486831107657,0.9938408
I will help you as far as I can.,"Я помогу тебе, насколько смогу.",0.488923022434901,0.99182713
I will help you for the sake of our old friendship.,Я помогу тебе ради нашей старой дружбы.,0.691441569283882,0.9974775
"I will help you, of course.","Я, конечно, помогу тебе.",0.0,0.9952135
"I will help you, of course.","Я помогу тебе, конечно.",0.0,0.9654919
I will judge whether it is superior or not.,"Я буду судить, превыше ли это.",0.2979714705451885,0.19407034
I will judge whether it is superior or not.,"Я буду судить, превыше это или нет.",0.3993879176377878,0.27026942
I will lend you money just this once.,Я одолжу тебе денег только в этот раз.,0.4854917717073234,0.9982439
I will miss you all.,Я буду скучать по вам всем.,0.0,0.99762756
I will need an eternity to explain everything.,"Мне понадобится вечность, чтобы всё объяснить.",0.7071067811865475,0.9977342
I will never forget seeing you.,Я никогда не забуду увидеть тебя.,0.4347208719449915,0.99535805
I will never sell my friend down the river for anything in the world.,Я никогда не продам своего друга вниз по реке за что-либо в мире.,0.0,0.6537973
I will not be dictated to by some idiot in the personnel department.,Мне не будет навязываться какой-то идиот в отделе кадров.,0.0,0.99560994
I will not be dictated to by some idiot in the personnel department.,Меня не будет диктовать какой-то идиот в отделе кадров.,0.0,0.58354473
I will play Sudoku then instead of continuing to bother you.,"Я буду играть Судоку, вместо того, чтобы продолжать беспокоить тебя.",0.0,0.9877009
I will play Sudoku then instead of continuing to bother you.,"Тогда я буду играть Судоку вместо того, чтобы продолжать беспокоить тебя.",0.0,0.993093
I will put off my departure if it rains.,"Я отложу свой отъезд, если будет дождь.",1.0,0.8682195
I will put this business through in a week.,Я проведу этот бизнес через неделю.,0.0,0.99584717
I will return the book as soon as I can.,"Я верну книгу, как только смогу.",0.0,0.99465984
I will return to the house before dark.,Я вернусь в дом до темноты.,1.0,0.9939622
I will see him after I get back.,"Я увижу его после того, как вернусь.",0.0,0.99239326
I will see him at the first opportunity.,Я увижу его при первой же возможности.,0.4775034264835464,0.99657094
I will shoot him.,Я пристрелю его.,1.0,0.9964083
I will show you a new approach to foreign language learning.,Я покажу вам новый подход к изучению иностранного языка.,1.0,0.99856913
I will show you how to solve it.,"Я покажу тебе, как это решить.",0.5946035575013605,0.997775
I will show you how to solve it.,"Я покажу тебе, как его решить.",0.0,0.9966763
I will stand by you whatever happens.,"Я буду рядом с тобой, что бы ни случилось.",0.3613284405728027,0.99344987
I will take you home.,Я отвезу тебя домой.,1.0,0.9964552
I will teach you to play chess.,Я научу тебя играть в шахматы.,1.0,0.998372
